id,name,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popular,,,,,,,,
2U7Hu2RaNQNRi7izoJyZaX ,rockstar,Post Malone,92,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03E-05,0.142,0.119,159.772,218320,4,1,,,,,,,,
7vGuf3Y35N4wmASOKLUVVU ,Silence,Marshmello,91,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180823,4,1,,,,,,,,
6TXglvsCOo7dQrEgRiIdO0 ,Bad Things (with Camila Cabello),Machine Gun Kelly,74,0.675,0.69,2,-4.761,1,0.132,0.21,0,0.287,0.272,137.817,239293,4,1,,,,,,,,
6kex4EBAj0WHXDKZMEJaaF ,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,85,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,216409,4,1,,,,,,,,
1Fj5Hfda761tgxKbJUlFxN,The City - Live At Sticky Studios,Ed Sheeran,48,0.712,0.569,4,-6.032,0,0.204,0.507,0,0.412,0.837,105.032,306320,4,0,,,,,,,,
6syOdAs4IK8kPWR7gDyjRw ,Congratulations,Post Malone,84,0.627,0.812,6,-4.215,1,0.0358,0.198,0,0.212,0.504,123.071,220293,4,1,,,,,,,,
1qwWYnZmgC6TtGMvO35hWg,Breathe,Lauv,71,0.32,0.393,4,-8.08,1,0.039,0.728,0,0.341,0.193,136.746,237810,4,0,,,,,,,,
1ndE0rSXw5nlCyJ4eletzq,Waiting Room,Logic,48,0.698,0.229,6,-17.818,1,0.87,0.746,0,0.158,0.624,136.439,283267,3,0,,,,,,,,
1W0z9ZFfzkpvAQ23Sd7Cti ,Body Like A Back Road,Sam Hunt,72,0.731,0.469,5,-7.226,1,0.0326,0.463,1.04E-06,0.103,0.631,98.963,165387,4,1,,,,,,,,
3ZFwFe104aquLWAwagKgtg,BLOOD.,Kendrick Lamar,62,0.513,0.237,8,-16.683,0,0.24,0.133,0.0938,0.521,0.447,78.563,118067,3,0,,,,,,,,
2KTsF6TFius01SCYmnIkJG,True Colors,Zedd,47,0.624,0.744,2,-4.82,0,0.0333,0.367,1.62E-05,0.0949,0.397,126.008,228146,4,0,,,,,,,,
05KizhJc5qATFI2D7SauJ5,Bounce,Marshmello,61,0.593,0.979,8,-4.151,0,0.0634,0.0119,0.897,0.175,0.0992,140.038,212571,4,0,,,,,,,,
3eR23VReFzcdmS7TYCrhCe ,It Ain't Me (with Selena Gomez),Kygo,84,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781,4,1,,,,,,,,
4CZRLZfFQrgsGp1idffY95,Call My Dad,AJR,45,0.619,0.206,2,-10.758,1,0.245,0.685,0,0.133,0.357,70.928,135693,5,0,,,,,,,,
3ul8YWNcs8z5cmudWmg0hA,Fire Away,Niall Horan,58,0.595,0.484,6,-11.286,1,0.032,0.261,0.000477,0.099,0.25,139.814,206362,4,0,,,,,,,,
7jDc927BbR9KqLCaNtSCrZ,Future Pt 2,DJ Snake;Bipolar Sunshine,49,0.794,0.636,4,-7.021,0,0.0436,0.0568,7.36E-05,0.17,0.466,115.999,222413,4,0,,,,,,,,
2fQrGHiQOvpL9UgPvtYy6G ,Bank Account,21 Savage,89,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04E-06,0.0871,0.376,75.016,220307,4,1,,,,,,,,
704woR1IhQrXDPTWsU6UY3,Up Again (feat. Rae Morris) - Drumsound & Bassline Smith Remix,Clean Bandit;Rae Morris;Andy Wright;Simon Smith,31,0.459,0.887,8,-4.54,1,0.0394,0.00793,0,0.126,0.426,171.968,208649,4,0,,,,,,,,
0afhq8XCExXpqazXczTSve ,Galway Girl,Ed Sheeran,87,0.624,0.876,9,-4.868,1,0.1,0.0735,0,0.327,0.781,135.007,170827,4,1,,,,,,,,
1qjnGMSchVVfePsMV0UZ9b,Firefly - Bravado Dubstep Remix,Ed Sheeran,46,0.629,0.663,9,-10.516,1,0.0283,0.28,0.711,0.0811,0.49,139.982,269187,4,0,,,,,,,,
4c2W3VKsOFoIg2SFaO6DY5 ,Your Song,Rita Ora,83,0.855,0.624,1,-4.093,1,0.0488,0.158,0,0.0513,0.962,117.959,180757,4,1,,,,,,,,
2VGVSJGXHzKsu5btkdFbpK,Catching Feelings,Justin Bieber,46,0.385,0.553,10,-6.716,1,0.0457,0.356,0,0.444,0.345,86.676,234680,4,0,,,,,,,,
0qYTZCo5Bwh1nsUFGZP3zn ,Felices los 4,Maluma,85,0.755,0.789,5,-4.502,1,0.146,0.231,0,0.351,0.737,93.973,229849,4,1,,,,,,,,
08Wc3X7XNSyF8WYBPt2L8E,Holiday,Calvin Harris;Snoop Dogg;John Legend;Takeoff,62,0.836,0.769,6,-2.334,0,0.0773,0.472,0.00157,0.0804,0.585,103.991,169693,4,0,,,,,,,,
1zKuqri2rJxxr400ufB6vE,Understand,Shawn Mendes,62,0.689,0.606,0,-6.305,1,0.327,0.356,0,0.0997,0.0974,79.029,300973,4,0,,,,,,,,
3DBMmyOLQ8VIEd5fBnTSfK,Mouth Of The River,Imagine Dragons,68,0.487,0.905,8,-6.951,1,0.0423,0.00217,0.0936,0.151,0.293,96.012,221560,4,0,,,,,,,,
39IsH7B5byx8NRlEKlZVg9 ,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,81,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,4,1,,,,,,,,
1xznGGDReH1oQq0xzbwXa3 ,One Dance,Drake,84,0.791,0.619,1,-9.433,1,0.0532,0.00784,0.00423,0.351,0.371,133.987,173987,4,1,,,,,,,,
0Qr56LFuNj4Ncf6RLOv3Od,LIKE I WOULD - Sharam Jey Remix,ZAYN,38,0.617,0.916,10,-4.026,0,0.049,0.00136,0.218,0.0395,0.362,117.999,281046,4,0,,,,,,,,
3AEZUABDXNtecAOSC1qTfo ,ReggaetÃ³n Lento (Bailemos),CNCO,80,0.761,0.838,4,-3.073,0,0.0502,0.4,0,0.176,0.71,93.974,222560,4,1,,,,,,,,
2rb5MvYT7ZIxbKW5hfcHx8,Mi Gente,J Balvin,82,0.543,0.677,11,-4.915,0,0.0993,0.0148,6.21E-06,0.13,0.294,103.809,189440,4,1,,,,,,,,
3SP0MlWYfu7xt1ZfMqBxh9,FEAR.,Kendrick Lamar,64,0.586,0.474,10,-7.063,0,0.274,0.616,1.04E-05,0.613,0.455,149.967,460573,4,0,,,,,,,,
0x5QNHf6hEB4ZARhidUezQ,Love Like That (feat. K. Michelle),Jason Derulo;K. Michelle,16,0.448,0.537,0,-5.581,0,0.056,0.00647,7.05E-05,0.626,0.115,173.334,239760,4,0,,,,,,,,
4cGeMgLcykDLAazHFpbZbU ,DNA.,Kendrick Lamar,78,0.637,0.514,1,-6.842,1,0.365,0.0047,0,0.094,0.402,150.02,185947,4,1,,,,,,,,
6cPyTS0Kk2sc4xQwC93kOg,Break Up Every Night,The Chainsmokers,70,0.624,0.806,1,-5.957,1,0.0437,0.00411,0,0.0872,0.528,149.999,207520,4,0,,,,,,,,
0Nhu3zSYbEz32IYiobV75e ,Now Or Never,Halsey,74,0.658,0.588,6,-4.902,0,0.0367,0.105,1.28E-06,0.125,0.434,110.075,214802,4,1,,,,,,,,
1louJpMmzEicAn7lzDalPW ,No Promises (feat. Demi Lovato),Cheat Codes,81,0.741,0.667,10,-5.445,1,0.134,0.0575,0,0.106,0.595,112.956,223504,4,1,,,,,,,,
3EmmCZoqpWOTY1g2GBwJoR ,Just Hold On,Steve Aoki,78,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.50E-06,0.0574,0.374,114.991,198774,4,1,,,,,,,,
3UqDEA89Ei9GHI19qHkhVj,Knocking on Your Heart,Maggie Lindemann,58,0.469,0.729,2,-7.159,0,0.0866,0.107,0.0105,0.0884,0.357,149.67,220800,4,0,,,,,,,,
7mwNwejc4TH61bdxJHOngN,Bedroom Floor,Liam Payne,21,0.698,0.68,1,-7.117,1,0.0649,0.277,0.00015,0.111,0.215,120.025,187893,4,0,,,,,,,,
3QwBODjSEzelZyVjxPOHdq ,Otra Vez (feat. J Balvin),Zion & Lennox,80,0.832,0.772,10,-5.429,1,0.1,0.0559,0.000486,0.44,0.704,96.016,209453,4,1,,,,,,,,
6520aj0B4FSKGVuKNsOCOi ,Chained To The Rhythm,Katy Perry,77,0.448,0.801,0,-5.363,1,0.165,0.0733,0,0.146,0.462,189.798,237734,4,1,,,,,,,,
7Izh7zLJGw1Nscd62Exxj4 ,Believer,Imagine Dragons,87,0.779,0.787,10,-4.305,0,0.108,0.0524,0,0.14,0.708,124.982,204347,4,1,,,,,,,,
3umS4y3uQDkqekNjVpiRUs ,El Amante,Nicky Jam,80,0.683,0.691,8,-5.535,1,0.0432,0.243,0,0.14,0.732,179.91,219507,4,1,,,,,,,,
1wjzFQodRWrPcQ0AnYnvQ9 ,I Like Me Better,Lauv,89,0.752,0.505,9,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97,197437,4,1,,,,,,,,
7ol8W3NEydMmc0cEvD96Ts,Can't Have Everything,Drake,61,0.856,0.572,1,-8.429,1,0.373,0.0136,1.55E-06,0.121,0.454,82.445,228438,4,0,,,,,,,,
1LEwgyFi3R9Ihdz72bSiAj,Deepest Part of Me (Interlude),KYLE,45,0.731,0.462,0,-10.131,1,0.0354,0.0406,0.281,0.151,0.127,105.037,156252,4,0,,,,,,,,
70u21FlFuynM9wnHBxjMxC,In the Name of Love,Martin Garrix;Bebe Rexha,0,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,195707,4,0,,,,,,,,
6TwcRSQgztJFw8tQDrs35D,The Thrill Of It All,Sam Smith,66,0.496,0.28,10,-9.156,1,0.0616,0.805,9.28E-05,0.11,0.113,127.149,208903,4,0,,,,,,,,
26gceVsA1ybT8qsX3aYLEn ,Thunder,Imagine Dragons,87,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,187147,4,1,,,,,,,,
22eADXu8DfOAUEDw4vU8qy ,Ahora Dice,Chris Jeday,78,0.708,0.693,6,-5.516,1,0.138,0.246,0,0.129,0.427,143.965,271080,4,1,,,,,,,,
5XMkENs3GfeRza8MfVAhjK,Finesse,Bruno Mars,77,0.741,0.798,5,-5.342,0,0.0718,0.00781,0,0.0232,0.939,104.953,191000,4,0,,,,,,,,
1WD1fT4gzdqBoOs4M7rhc9,Baby I Won't - Cean Remix,Danny Ocean;Cean,57,0.756,0.738,6,-6.284,1,0.167,0.0147,0,0.0552,0.589,104.991,214286,4,0,,,,,,,,
1LLIkqUK19oJXHozT5PJ3B,BLUE,ZAYN,56,0.222,0.184,0,-13.235,1,0.0335,0.925,0.000298,0.1,0.156,184.171,224320,5,0,,,,,,,,
0PyWKgNmGiYTFe6MXN5U4K ,Bounce Back,Big Sean,74,0.77,0.567,2,-5.698,1,0.175,0.105,0,0.125,0.26,81.477,222360,4,1,,,,,,,,
2ekn2ttSfGqwhhate0LSR0 ,New Rules,Dua Lipa,93,0.771,0.696,9,-6.258,0,0.0755,0.00256,9.71E-06,0.179,0.656,116.054,208827,4,1,,,,,,,,
5L1tWSzpILo1JRhMeR5UZ6,Welcome,Martin Garrix;Julian Jordan,53,0.689,0.962,1,-6.555,0,0.136,0.00216,0.411,0.123,0.0422,117.988,185095,4,0,,,,,,,,
5bcTCxgc7xVfSaMV3RuVke ,Feels,Calvin Harris,83,0.893,0.745,11,-3.299,0,0.0571,0.0642,0,0.0943,0.872,104.066,223413,4,1,,,,,,,,
3ebXMykcMXOcLeJ9xZ17XH ,Scared to Be Lonely,Martin Garrix,85,0.584,0.54,1,-7.607,0,0.0576,0.0895,0,0.261,0.195,105.969,220883,4,1,,,,,,,,
6jA8HL9i4QGzsj6fjoxp8Y ,There for You,Martin Garrix,84,0.611,0.644,6,-6.237,0,0.0553,0.124,0,0.124,0.13,133.889,221904,4,1,,,,,,,,
1OAh8uOEOvTDqkKFsKksCi ,Wild Thoughts,DJ Khaled,83,0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.98,204173,4,1,,,,,,,,
2gw3JifwFKTxp09KuRqZeX,Thank You Very Much (feat. Sonny Digital),Steve Aoki;Ricky Remedy;Sonny Digital,45,0.695,0.63,8,-7.201,0,0.0683,0.0775,0,0.113,0.259,133.961,193433,4,0,,,,,,,,
5knuzwU65gJK7IF5yJsuaW ,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,85,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,251088,4,1,,,,,,,,
1UZOjK1BwmwWU14Erba9CZ ,Malibu,Miley Cyrus,82,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64E-05,0.0813,0.343,139.934,231907,4,1,,,,,,,,
7BKLCZ1jbUBVqRi2FVlTVw ,Closer,The Chainsmokers,87,0.748,0.524,8,-6.769,1,0.0338,0.414,0,0.111,0.661,103.019,244960,4,1,,,,,,,,
4RepvCWqsP6zBuzvwYibAS ,I Feel It Coming,The Weeknd,81,0.768,0.813,0,-5.94,0,0.128,0.427,0,0.102,0.579,92.994,269187,4,1,,,,,,,,
6FWYmupdLTk0ufhz6Zs2wc,Sunday Morning Jetpack,Big Sean;The-Dream,45,0.55,0.743,10,-8.03,0,0.126,0.715,0,0.348,0.617,84.45,225067,4,0,,,,,,,,
72jbDTw1piOOj770jWNeaG ,Paris,The Chainsmokers,76,0.653,0.658,2,-5.599,1,0.0304,0.0215,1.66E-06,0.0939,0.219,95.01,221507,4,1,,,,,,,,
1i1fxkWeaMmKEB4T7zqbzK ,Don't Let Me Down,The Chainsmokers,84,0.542,0.859,11,-6.428,1,0.197,0.16,0.00466,0.137,0.403,99.99,208053,4,1,,,,,,,,
4hY2qvPS9gJFokULpxqRbW,Moonwalkers (feat. DubXX),Machine Gun Kelly;DubXX,39,0.754,0.556,1,-8.075,1,0.306,0.00155,3.59E-05,0.0864,0.142,143.937,185520,4,0,,,,,,,,
7wq44Td3o4RgPx4NimqJIg,Into Me You See,Katy Perry,52,0.414,0.255,5,-9.937,1,0.0356,0.82,0,0.0861,0.185,112.102,264396,4,0,,,,,,,,
4uGz0wWAkH4FGPpBR6eaHt,Coconut Tree,Shakira,57,0.81,0.751,11,-5.066,1,0.0365,0.212,0.000238,0.202,0.782,119.977,230173,4,0,,,,,,,,
7hDc8b7IXETo14hHIHdnhd ,Passionfruit,Drake,81,0.809,0.463,11,-5.886,1,0.0396,0.256,0.085,0.109,0.364,103.989,298941,4,1,,,,,,,,
2EEeOnHehOozLq4aS0n6SL ,iSpy (feat. Lil Yachty),KYLE,84,0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,253107,4,1,,,,,,,,
12FSzk0wDNG6yZ6ldBXIAS,Riot,Childish Gambino,50,0.505,0.947,5,-5.906,1,0.0733,0.000333,4.10E-05,0.388,0.636,91.282,125120,4,0,,,,,,,,
3m660poUr1chesgkkjQM7P ,Sorry Not Sorry,Demi Lovato,84,0.704,0.633,11,-6.923,0,0.241,0.0214,0,0.29,0.863,144.021,203760,4,1,,,,,,,,
7GX5flRQZVHRAGd6B4TmDO ,XO TOUR Llif3,Lil Uzi Vert,91,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,182707,4,1,,,,,,,,
6JRydzo0lyZeTanq2wTmqf,Whatever,DJ Khaled;Future;Young Thug;Rick Ross;2 Chainz,43,0.768,0.7,6,-3.395,0,0.306,0.0281,0,0.442,0.489,130.101,299613,4,0,,,,,,,,
0Ba7G3iFQlBQ3xCIKpzDcB,Dale Hasta Abajo,Chris Jeday;Joey Montana,53,0.691,0.91,10,-2.868,0,0.0608,0.0849,0.000161,0.124,0.73,99.995,211573,4,0,,,,,,,,
4pLwZjInHj3SimIyN9SnOz ,Side To Side,Ariana Grande,80,0.648,0.738,6,-5.883,0,0.247,0.0408,0,0.292,0.603,159.145,226160,4,1,,,,,,,,
5C8O7kz7g1wHILy0WwFj7f,Flip,Future,52,0.755,0.317,9,-11.071,1,0.487,0.126,0,0.128,0.588,145.978,254187,4,0,,,,,,,,
39cmB3ZoTOLwOTq7tMNqKa ,Hear Me Now,Alok,77,0.789,0.442,11,-7.844,1,0.0421,0.586,0.00366,0.0927,0.45,121.971,192846,4,1,,,,,,,,
2QbFClFyhMMtiurUjuQlAe ,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,78,0.775,0.617,7,-6.288,1,0.0701,0.341,0,0.0985,0.485,99.905,214265,4,1,,,,,,,,
0BzcQZtcYAcJ2YvRLCt129,Trouble,Jonas Blue; OFFAIAH,28,0.6,0.972,1,-3.631,0,0.0438,0.0104,0.0574,0.288,0.968,124.022,174024,4,0,,,,,,,,
79cuOz3SPQTuFrp8WgftAu ,There's Nothing Holdin' Me Back,Shawn Mendes,84,0.857,0.8,2,-4.035,1,0.0583,0.381,0,0.0913,0.966,121.996,199440,4,1,,,,,,,,
32VoLNDXBTeE786Qma2pv8,Stars,Alessia Cara,41,0.585,0.275,2,-7.991,1,0.0316,0.873,0,0.139,0.366,77.992,220213,4,0,,,,,,,,
6RUKPb4LETWmmr3iAEQktW ,Something Just Like This,The Chainsmokers,86,0.617,0.635,11,-5.651,0,0.0317,0.0498,1.44E-05,0.164,0.446,159.797,247160,4,1,,,,,,,,
4isCUHcZJs0o8niODly6qc,Room For 2,Dua Lipa,64,0.536,0.488,9,-5.752,1,0.0354,0.396,1.44E-05,0.133,0.382,75.761,208689,4,0,,,,,,,,
69CDsup7hfmoiCjMt9lFNq,Skeletons,James Arthur,52,0.59,0.877,2,-4.299,0,0.0694,0.0805,2.65E-05,0.341,0.527,160.027,237680,4,0,,,,,,,,
6Bjtr3tPdto5nyuLYf61sN ,Cold Water (feat. Justin Bieber & MÃ˜),Major Lazer,78,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185352,4,1,,,,,,,,
5CtI0qwDJkDQGwXD1H1cLb ,Despacito - Remix,Luis Fonsi,84,0.694,0.815,2,-4.328,1,0.12,0.229,0,0.0924,0.813,88.931,228827,4,1,,,,,,,,
1KSqYYJFyfTecXFk9M0prc ,EscÃ¡pate Conmigo,Wisin,86,0.747,0.864,8,-3.181,0,0.0599,0.0245,4.46E-05,0.0853,0.754,92.028,232787,4,1,,,,,,,,
1j4kHkkpqZRBwE0A4CN4Yv ,Dusk Till Dawn - Radio Edit,ZAYN,90,0.258,0.437,11,-8.374,0,0.039,0.101,1.27E-06,0.106,0.0967,117.973,239000,4,1,,,,,,,,
3BuLtAmXKy5uQYl4ED1zBT ,Weak,AJR,75,0.673,0.637,5,-4.518,1,0.0429,0.137,0,0.184,0.678,123.98,201160,4,1,,,,,,,,
4RgoqOBE34Q6zZj8K7RUAx,Go,Travis Scott;Quavo; Huncho Jack,65,0.749,0.887,5,-0.898,0,0.0436,0.301,3.04E-05,0.297,0.638,135.006,156530,4,0,,,,,,,,
3G94lNH9BlS5a2WpfwJ1E6,Make up Your Mind,Martin Garrix;Florian Picasso,55,0.688,0.887,7,-3.68,1,0.158,0.000816,0.778,0.276,0.0399,126.029,196295,4,0,,,,,,,,
5aAx2yezTd8zXrkmtKl66Z ,Starboy,The Weeknd,82,0.681,0.594,7,-7.028,1,0.282,0.165,3.49E-06,0.134,0.535,186.054,230453,4,1,,,,,,,,
6xyJHp3nAJGOc2Xy7ACsg1,New Eyes (feat. Lizzo),Clean Bandit;Lizzo,31,0.687,0.613,9,-8.105,1,0.0622,0.0687,0,0.177,0.601,140.074,226442,4,0,,,,,,,,
5uCax9HTNlzGybIStD3vDh ,Say You Won't Let Go,James Arthur,86,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211467,4,1,,,,,,,,
4nrtux8xl5lYegU8II5rAQ,Single For The Summer,Sam Hunt,59,0.553,0.856,8,-6.316,0,0.0465,0.00106,0,0.27,0.475,155.877,310307,4,0,,,,,,,,
51lsOIdizBjiI8z2YKjrA2 ,Call On Me - Ryan Riback Extended Remix,Starley,58,0.676,0.843,0,-4.068,1,0.0367,0.0623,0.000752,0.181,0.718,105.003,222041,4,1,,,,,,,,
7jHjBBlh1bvBsiAPdCliaS,Prende en Fuego,"Zion, Lennox",38,0.781,0.852,0,-5.17,0,0.0622,0.0271,0.000125,0.152,0.598,157.017,217493,4,0,,,,,,,,
4iLqG9SeJSnt0cSPICSjxv ,Attention,Charlie Puth,89,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12E-05,0.0848,0.777,100.041,211475,4,1,,,,,,,,
0Rc7wo1xBC3Y2OnOzzG5jY,Más Allá,CNCO,55,0.614,0.912,6,-3.204,0,0.0336,0.0133,0,0.374,0.787,129.993,220707,4,0,,,,,,,,
54i1CQFlT3LeGdIVctDQp1,Money Convo,21 Savage,62,0.821,0.276,1,-10.556,1,0.123,0.0392,0.0233,0.11,0.0569,144.896,213427,4,0,,,,,,,,
152lZdxL1OR0ZMW6KquMif ,Location,Khalid,87,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4,1,,,,,,,,
7llPsildzxzgt6odtSaScQ,Love Someone,Miley Cyrus,56,0.678,0.845,8,-3.636,0,0.0329,0.00496,1.29E-05,0.0572,0.826,99.078,199493,4,0,,,,,,,,
1pJQAHpD51J7GYaFrrFO9S,Don't Say,The Chainsmokers;Emily Warren,67,0.567,0.464,5,-9.66,1,0.0302,0.0199,9.31E-06,0.269,0.309,99.806,228480,4,0,,,,,,,,
3R07j3eglCJ0CJRsAzP9xd,Victory,Wisin,47,0.536,0.839,0,-5.039,1,0.122,0.123,0,0.131,0.313,148.265,86413,4,0,,,,,,,,
23L5CiUhw2jV1OIMwthR3S ,In the Name of Love,Martin Garrix,83,0.49,0.485,4,-7.786,0,0.0406,0.0592,0,0.337,0.196,137.972,195840,4,1,,,,,,,,
3wSmGCsH0ue83exhgmbmPi,Good Mourning,Halsey,52,0.619,0.54,10,-9.994,0,0.0595,0.697,1.04E-02,0.404,0.725,100.011,67580,4,0,,,,,,,,
3XIw6mkQ2ZsHh0npLoYizp,Suffering From Success,DJ Khaled; Ace Hood;Future,23,0.663,0.709,1,-4.835,1,0.0571,0.00588,1.78E-06,0.157,0.355,133.948,210400,4,0,,,,,,,,
6GeD5g9vZTz25Egf8kxoIY,Last Day Alive,The Chainsmokers;Florida Georgia Line,65,0.435,0.706,0,-8.197,1,0.0425,0.0571,4.15E-05,0.0903,0.24,144.913,214307,4,0,,,,,,,,
4aWmUDTfIPGksMNLV2rQP2 ,Despacito (Featuring Daddy Yankee),Luis Fonsi,82,0.66,0.786,2,-4.757,1,0.17,0.209,0,0.112,0.846,177.833,228200,4,1,,,,,,,,
6PCUP3dWmTjcTtXY02oFdT ,Castle on the Hill,Ed Sheeran,83,0.461,0.834,2,-3.183,1,0.0989,0.0232,1.14E-05,0.14,0.471,95.977,261154,4,1,,,,,,,,
5Lbsc65org0b85kNsPkluY,Only Angel,Harry Styles,70,0.554,0.842,5,-4.113,1,0.0397,0.287,0,0.106,0.348,114.036,291080,4,0,,,,,,,,
71bBFbfn2OBK5QwUJSLS44 ,More Than You Know,Axwell /\ Ingrosso,86,0.644,0.743,5,-5.002,0,0.0355,0.034,0,0.257,0.544,123.074,203000,4,1,,,,,,,,
3NdDpSvN911VPGivFlV5d0 ,"I Donâ€™t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,82,0.735,0.451,0,-6.593,1,0.0585,0.0631,1.30E-05,0.325,0.0862,180.043,245200,4,1,,,,,,,,
