id,name,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popular,,,,,,,,
2U7Hu2RaNQNRi7izoJyZaX ,rockstar,Post Malone,92,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03E-05,0.142,0.119,159.772,218320,4,1,,,,,,,,
7vGuf3Y35N4wmASOKLUVVU ,Silence,Marshmello,91,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180823,4,1,,,,,,,,
6TXglvsCOo7dQrEgRiIdO0 ,Bad Things (with Camila Cabello),Machine Gun Kelly,74,0.675,0.69,2,-4.761,1,0.132,0.21,0,0.287,0.272,137.817,239293,4,1,,,,,,,,
6kex4EBAj0WHXDKZMEJaaF ,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,85,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,216409,4,1,,,,,,,,
1Fj5Hfda761tgxKbJUlFxN,The City - Live At Sticky Studios,Ed Sheeran,48,0.712,0.569,4,-6.032,0,0.204,0.507,0,0.412,0.837,105.032,306320,4,0,,,,,,,,
6syOdAs4IK8kPWR7gDyjRw ,Congratulations,Post Malone,84,0.627,0.812,6,-4.215,1,0.0358,0.198,0,0.212,0.504,123.071,220293,4,1,,,,,,,,
1qwWYnZmgC6TtGMvO35hWg,Breathe,Lauv,71,0.32,0.393,4,-8.08,1,0.039,0.728,0,0.341,0.193,136.746,237810,4,0,,,,,,,,
1ndE0rSXw5nlCyJ4eletzq,Waiting Room,Logic,48,0.698,0.229,6,-17.818,1,0.87,0.746,0,0.158,0.624,136.439,283267,3,0,,,,,,,,
1W0z9ZFfzkpvAQ23Sd7Cti ,Body Like A Back Road,Sam Hunt,72,0.731,0.469,5,-7.226,1,0.0326,0.463,1.04E-06,0.103,0.631,98.963,165387,4,1,,,,,,,,
3ZFwFe104aquLWAwagKgtg,BLOOD.,Kendrick Lamar,62,0.513,0.237,8,-16.683,0,0.24,0.133,0.0938,0.521,0.447,78.563,118067,3,0,,,,,,,,
2KTsF6TFius01SCYmnIkJG,True Colors,Zedd,47,0.624,0.744,2,-4.82,0,0.0333,0.367,1.62E-05,0.0949,0.397,126.008,228146,4,0,,,,,,,,
05KizhJc5qATFI2D7SauJ5,Bounce,Marshmello,61,0.593,0.979,8,-4.151,0,0.0634,0.0119,0.897,0.175,0.0992,140.038,212571,4,0,,,,,,,,
3eR23VReFzcdmS7TYCrhCe ,It Ain't Me (with Selena Gomez),Kygo,84,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781,4,1,,,,,,,,
4CZRLZfFQrgsGp1idffY95,Call My Dad,AJR,45,0.619,0.206,2,-10.758,1,0.245,0.685,0,0.133,0.357,70.928,135693,5,0,,,,,,,,
3ul8YWNcs8z5cmudWmg0hA,Fire Away,Niall Horan,58,0.595,0.484,6,-11.286,1,0.032,0.261,0.000477,0.099,0.25,139.814,206362,4,0,,,,,,,,
7jDc927BbR9KqLCaNtSCrZ,Future Pt 2,DJ Snake;Bipolar Sunshine,49,0.794,0.636,4,-7.021,0,0.0436,0.0568,7.36E-05,0.17,0.466,115.999,222413,4,0,,,,,,,,
2fQrGHiQOvpL9UgPvtYy6G ,Bank Account,21 Savage,89,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04E-06,0.0871,0.376,75.016,220307,4,1,,,,,,,,
704woR1IhQrXDPTWsU6UY3,Up Again (feat. Rae Morris) - Drumsound & Bassline Smith Remix,Clean Bandit;Rae Morris;Andy Wright;Simon Smith,31,0.459,0.887,8,-4.54,1,0.0394,0.00793,0,0.126,0.426,171.968,208649,4,0,,,,,,,,
0afhq8XCExXpqazXczTSve ,Galway Girl,Ed Sheeran,87,0.624,0.876,9,-4.868,1,0.1,0.0735,0,0.327,0.781,135.007,170827,4,1,,,,,,,,
1qjnGMSchVVfePsMV0UZ9b,Firefly - Bravado Dubstep Remix,Ed Sheeran,46,0.629,0.663,9,-10.516,1,0.0283,0.28,0.711,0.0811,0.49,139.982,269187,4,0,,,,,,,,
4c2W3VKsOFoIg2SFaO6DY5 ,Your Song,Rita Ora,83,0.855,0.624,1,-4.093,1,0.0488,0.158,0,0.0513,0.962,117.959,180757,4,1,,,,,,,,
